"","geo_id","med_income_2010","med_income_2011","med_income_2012","med_income_2013","med_income_2014","med_income_2015","med_income_2016","med_income_2017","med_income_2018","med_income_2019","med_income_2020","med_income_2021","med_income_2022","med_income_2023","med_income_2024"
"387","1400000US53033008700",58229,55734,54833,58632,56875,56700,59315,69583,83090,96630,109594,144531,165865,177510,166585
"388","1400000US53033008800",61181,63289,74743,72652,77474,76524,78929,95455,120608,134107,136250,143583,128110,134522,145119
"389","1400000US53033008900",72005,72995,73326,73646,70954,79953,81098,87250,99167,110313,109684,118149,121272,102556,102818
"390","1400000US53033009000",26750,32199,35960,45239,44015,44571,48063,47428,43438,43406,57959,64865,59436,62443,78995
"391","1400000US53033009100",18838,19393,23313,21750,27591,29464,29418,31250,34650,40938,33346,41619,36857,37793,39788
"392","1400000US53033009200",13667,13782,18468,19875,23208,25625,26500,21868,21387,20573,31859,36875,40106,39117,35014
"393","1400000US53033009300",54158,59191,57619,60065,54911,70458,67617,74696,85750,92347,91071,111875,116786,120455,124318
"394","1400000US53033009400",41148,43235,46618,49654,47809,47737,49879,65633,65255,73642,77783,80288,100473,94185,95038
"395","1400000US53033009500",81506,84485,91373,94840,87941,81676,91167,100714,95075,104028,128996,131412,142039,141116,143676
"396","1400000US53033009600",76901,74859,73365,75289,72364,77808,85216,92888,102569,132889,142768,142930,152917,157846,148125
"397","1400000US53033009701",75463,78993,75903,85262,75078,82333,94500,106821,110368,126623,125125,113750,110461,121875,119384
"398","1400000US53033009702",78469,82930,81737,89440,101829,106319,107917,114741,120189,127727,123496,145461,154738,171696,162174
"399","1400000US53033009800",78200,80868,76673,70640,73058,71705,84299,105110,114212,118429,NA,NA,NA,NA,NA
"400","1400000US53033009900",67672,69853,71367,66250,70822,67277,69423,75000,81066,90024,84351,86663,95625,109050,127557
"401","1400000US53033010001",50054,46674,47820,48924,55903,51316,61699,67292,63891,58310,59529,61326,70509,87113,89444
"402","1400000US53033010002",58032,58555,57813,59417,67169,66458,68579,70048,74953,73180,78929,81887,111976,103263,114796
"403","1400000US53033010100",49764,61282,56960,57750,60091,59275,59193,64161,87188,100890,NA,NA,NA,NA,NA
"404","1400000US53033010200",82901,85938,79167,85240,87734,84324,92714,99483,111026,114224,132682,146250,160357,166979,197313
"405","1400000US53033010300",42486,43868,43367,48667,49861,57750,58321,60444,63493,89500,NA,NA,NA,NA,NA
"406","1400000US53033010401",65799,57097,56094,58571,63026,60682,58958,58342,78407,85227,81756,106071,133784,134620,131625
"407","1400000US53033010402",71250,74012,82939,87750,79655,79432,80931,75972,81979,91429,94125,100255,107611,96891,112400
"408","1400000US53033010500",64815,61882,60556,59223,59031,66794,71535,77760,83245,97196,NA,NA,NA,NA,NA
"409","1400000US53033010600",71850,74516,84330,82000,85179,90208,88320,90306,105896,109058,NA,NA,NA,NA,NA
"410","1400000US53033010701",42418,42250,41328,50286,52699,55504,59493,62826,67617,72500,88929,96638,92396,102330,132692
"411","1400000US53033010702",39074,41719,43250,40625,42206,48036,41951,41416,46731,46792,54646,69233,107743,95410,113750
"412","1400000US53033010800",69844,70186,74207,69468,68974,74107,80618,85885,92756,92692,94063,109375,126648,149375,155865
"413","1400000US53033010900",37097,39906,36600,47734,39886,42159,60128,58611,63536,64034,52063,56902,93594,96250,79750
"414","1400000US53033011001",26859,35505,37869,27292,29470,29286,23904,24725,32247,37188,36898,47813,42039,51546,51778
"415","1400000US53033011002",54018,46363,47377,44734,42715,47604,50259,51031,53300,48250,49702,52418,65491,82386,94648
"416","1400000US53033011101",44844,47500,48828,51823,52879,52412,51907,52311,53295,55170,65746,81250,98716,91284,89170
"417","1400000US53033011102",55926,62873,63667,74474,61905,61901,61593,73214,84491,97099,108125,113553,125179,112125,120895
"418","1400000US53033011200",42907,43587,42976,43295,36875,35425,34605,35120,48864,53807,54412,61935,81724,83397,109805
"419","1400000US53033011300",63333,57025,50208,53182,48639,47363,47600,55000,56629,56402,68672,85125,94671,127075,112455
"420","1400000US53033011401",63750,63938,62946,63810,55956,54622,58241,62090,68333,78806,87938,96625,105152,101563,93897
"421","1400000US53033011402",53049,50461,46488,51036,46267,47701,49014,50377,50285,54151,69464,77656,79162,107632,118864
"422","1400000US53033011500",75344,73880,75444,71029,69429,75123,83457,90701,99706,111528,98266,99719,121182,124613,128073
"423","1400000US53033011600",87414,92118,100077,104375,100588,102500,111426,103835,107201,118599,NA,NA,NA,NA,NA
"424","1400000US53033011700",53700,52367,53611,51338,60768,60917,65772,79211,83786,82869,80558,82697,88994,87125,93090
"425","1400000US53033011800",48037,45956,50634,34745,38989,38846,44599,49264,58827,62782,NA,NA,NA,NA,NA
"426","1400000US53033011900",62311,73310,61284,68846,69398,71524,70655,86603,93862,101028,NA,NA,NA,NA,NA
"427","1400000US53033012000",84137,83274,81394,77857,85893,83421,90688,100855,104474,110192,109710,114159,118487,117500,120398
"428","1400000US53033012100",99714,103021,92278,103385,106696,110060,113958,115000,116836,127955,132708,167813,179792,187131,179250
"429","1400000US53033020100",83233,85781,86438,84500,91628,93235,103400,106708,115058,115341,107900,100385,119737,146065,166836
"430","1400000US53033020200",83032,79099,83375,79487,70943,72028,77357,79882,85398,93542,70417,88269,106711,97212,119444
"431","1400000US53033020300",54773,58214,58800,59093,53188,58182,60165,64593,66734,76352,NA,NA,NA,NA,NA
"432","1400000US53033020401",65353,64583,64063,60323,64458,61330,65833,71016,71033,71184,88839,88589,91629,98472,102237
"433","1400000US53033020402",61823,74297,66818,67134,63986,71758,75066,81595,93811,104144,106250,95500,116198,121484,121212
"434","1400000US53033020500",61725,59778,63750,60423,61218,66786,66250,65477,71607,80517,94239,105637,124803,131563,134688
"435","1400000US53033020600",82148,78313,70898,73348,73023,72500,72639,84233,86750,86991,106066,129571,143981,165708,166611
"436","1400000US53033020700",52929,52803,47925,53125,51719,56141,61853,67262,74643,82367,81331,88290,87481,100046,88686
"437","1400000US53033020800",100417,93125,84792,96618,86542,82344,88750,105841,107544,116563,120000,136080,155603,163816,173015
"438","1400000US53033020900",82941,77784,67841,56500,57036,63819,82188,85806,93036,103690,108533,104375,106583,111923,101373
"439","1400000US53033021000",67875,70125,66317,65750,69318,74048,80282,83685,90806,98083,101948,101828,112702,115000,116203
"440","1400000US53033021100",58462,61389,69417,63684,62364,70137,71913,75694,81207,84155,98806,107882,117692,119219,126563
"441","1400000US53033021300",57614,61938,73371,66648,65385,67438,70815,76750,80227,85165,92273,97105,101453,125125,132292
"442","1400000US53033021400",96850,101974,101367,100284,99286,99861,93229,106058,113438,132292,144676,151667,165385,159100,159056
"443","1400000US53033021500",114375,126131,116148,114476,108210,108750,118750,121550,125481,137321,152852,160000,174295,192676,198980
"444","1400000US53033021600",94091,88897,93194,86442,95000,96066,100148,108708,125339,124115,107950,112277,104824,128571,142040
"445","1400000US53033021700",57417,55940,57287,61875,66821,73456,76194,78634,81796,86875,NA,NA,NA,NA,NA
"446","1400000US53033021802",70266,74375,76487,78919,84063,87922,87780,89276,93750,90577,110341,113472,130568,153801,159612
"447","1400000US53033021803",60854,64420,66369,67705,70793,74856,76467,78699,84362,91780,103871,115778,125534,125104,131090
"448","1400000US53033021804",65217,66534,56207,74250,75769,72422,80776,77188,83125,85804,79223,101786,120409,121194,132533
"449","1400000US53033021903",62548,60721,56918,58567,63828,71417,76898,86706,95313,83938,94071,84471,89155,91450,97411
"450","1400000US53033021904",74067,85625,93307,93438,84732,89615,89044,94167,99051,108421,111667,129844,136929,167109,180035
"451","1400000US53033021905",76681,81652,80843,82906,86964,92614,88365,89349,92333,98815,101911,104671,124111,130469,136786
"452","1400000US53033021906",87500,91813,105043,97813,99856,81250,79873,78458,97670,104722,113800,126023,139856,153974,157273
"453","1400000US53033022001",59191,58828,62102,61250,63815,70591,85833,95368,109943,102143,111979,118409,123700,115795,116154
"454","1400000US53033022003",68693,71481,65324,65903,73304,75662,84864,100606,111497,117895,114912,121753,131582,130066,142155
"455","1400000US53033022005",71514,75506,80014,75492,71396,90900,87568,82582,94390,96238,88361,86783,94521,120417,134183
"456","1400000US53033022006",79342,85550,80184,81768,82973,81056,82862,88443,90270,87969,109719,110931,115375,128616,139125
"457","1400000US53033022101",106528,95944,95200,99365,100943,100168,102396,112361,119653,132891,145750,160000,173246,180345,174891
"458","1400000US53033022102",92327,100994,99732,94005,97778,96863,96767,104053,126269,131169,137570,147452,161652,175577,186641
"459","1400000US53033022201",75810,75000,72827,75809,80890,78409,93125,98313,100069,112273,111250,107981,122305,128438,132500
"460","1400000US53033022202",70281,71780,73652,73243,74547,82009,92244,103253,106391,105543,NA,NA,NA,NA,NA
"461","1400000US53033022203",109609,117566,108406,115726,122469,121759,121538,126458,135200,146111,138798,136140,142898,154412,142895
"462","1400000US53033022300",101932,109375,103250,111167,111198,113958,138750,156094,166786,178447,152798,164556,176607,198375,204844
"463","1400000US53033022400",101027,109907,112658,114979,111767,111754,113540,117135,118382,142279,NA,NA,NA,NA,NA
"464","1400000US53033022500",101833,105106,101332,97428,97997,100584,103506,117500,125600,129235,NA,NA,NA,NA,NA
"465","1400000US53033022603",90673,93472,95078,101496,103076,104382,107029,114441,99696,120661,130545,139180,155250,163413,155000
"466","1400000US53033022604",86815,95944,79598,91944,91970,94222,95625,108125,127750,139000,139291,155500,176818,185016,226058
"467","1400000US53033022605",80488,75577,82218,75532,71316,68636,79508,85895,103112,110820,107566,114683,118333,132652,121371
"468","1400000US53033022606",85417,87871,84107,90281,104583,104072,100893,112656,110625,107480,114911,124844,152544,185988,165707
"469","1400000US53033022701",91019,100603,94145,100305,102679,103292,102625,118476,134665,140123,150361,161522,173103,177802,184125
"470","1400000US53033022702",96635,110536,111607,109620,120208,123221,128009,132005,143920,146477,149643,188102,215833,225592,236797
"471","1400000US53033022703",113500,111538,106071,101250,101250,101250,108542,110625,127708,131250,136591,163977,197321,228250,245036
"472","1400000US53033022801",73168,74307,85577,86397,86579,88160,90095,87102,100903,96500,NA,NA,NA,NA,NA
"473","1400000US53033022802",94205,93170,96754,94782,100888,101184,110667,123561,128088,143163,145353,156392,165028,164237,168280
"474","1400000US53033022803",82339,84779,83191,85058,90943,96908,103056,111337,136250,125292,137857,147738,173008,174623,175278
"475","1400000US53033022901",114756,129500,123144,114861,119041,123000,121837,119375,145221,149524,150147,160586,182985,186563,188672
"476","1400000US53033022902",105073,109167,116048,105859,105694,120731,130313,147391,163032,154449,153958,164241,177365,204390,211797
"477","1400000US53033023000",121736,114048,113071,108105,107132,104013,108629,125729,135185,140875,147222,164612,177000,182054,184332
"478","1400000US53033023100",74280,82880,91284,94459,92037,92283,95238,103795,119567,139219,151250,162708,171471,191250,206705
"479","1400000US53033023201",73908,75966,70588,67288,74867,78119,86168,91010,97241,96791,97775,101778,99971,111886,116683
"480","1400000US53033023202",47159,51090,52500,46277,45791,46719,52917,58862,58846,61314,70599,69659,87194,95270,99436
"481","1400000US53033023300",74488,76122,77957,79444,75231,76500,85032,74250,98805,109595,101359,120625,133733,175357,180928
"482","1400000US53033023401",69375,72563,71814,76386,72378,71269,75357,81055,84583,95993,116579,119795,132955,142875,171144
"483","1400000US53033023403",103011,106223,106923,104712,94189,93387,96333,105074,117917,131477,142717,148688,155054,159405,172891
"484","1400000US53033023404",120682,131806,129525,134180,151250,146875,145167,148875,152750,152049,114353,123438,147778,166979,193750
"485","1400000US53033023500",88393,91700,96285,96944,99375,110568,115074,132569,127200,129129,142639,143417,146518,148894,157102
"486","1400000US53033023601",65093,63095,64929,68164,69675,78155,89500,98472,106000,119609,125063,131806,151250,166944,163646
"487","1400000US53033023603",57500,64613,67841,70564,77000,87236,91000,92703,102580,110820,123032,144539,142825,142731,134733
"488","1400000US53033023604",62692,64963,70199,77094,69797,72383,76319,73228,72942,84917,92768,105945,125000,124306,125000
"489","1400000US53033023700",89602,83125,91136,94038,94762,96268,104087,114000,121250,125250,NA,NA,NA,NA,NA
"490","1400000US53033023801",64302,63822,70147,80000,76250,97674,89038,94444,103875,109097,107578,119022,125461,132429,140375
"491","1400000US53033023803",86563,86894,97623,98387,99677,96975,101925,105223,107927,118351,NA,NA,NA,NA,NA
"492","1400000US53033023804",63056,68466,73036,76821,80786,89479,102463,111068,115343,121478,NA,NA,NA,NA,NA
"493","1400000US53033023900",93698,101250,108679,104292,112670,117308,142599,150675,163864,165278,NA,NA,NA,NA,NA
"494","1400000US53033024000",89781,90938,94483,101964,106381,107479,121083,134243,140026,146512,NA,NA,NA,NA,NA
"495","1400000US53033024100",184375,181094,190833,194205,188077,189231,198750,208229,222500,250000,250000,250000,250000,250000,250000
"496","1400000US53033024200",175250,165313,163594,182667,182308,175625,183021,186875,196250,212763,185163,208500,244740,249688,250000
"497","1400000US53033024300",91734,88750,89238,97955,100172,103178,106725,114821,111950,109523,NA,NA,NA,NA,NA
"498","1400000US53033024400",89224,88274,94439,92576,73125,69583,81250,86172,96563,97042,108750,102361,110500,126520,132625
"499","1400000US53033024500",139469,143575,148421,149286,154025,167361,172333,177311,202827,202308,211395,242857,250000,250000,250000
"500","1400000US53033024601",164353,171791,171458,156964,168802,175132,162355,181250,203313,224167,245278,250000,250000,250000,250000
"501","1400000US53033024602",179010,186630,174444,160982,174688,195156,190972,210491,216488,229537,250000,250000,250000,250000,250000
"502","1400000US53033024701",75257,79487,80147,77135,81163,83712,89500,89049,91938,91226,94866,96103,118158,137721,152528
"503","1400000US53033024702",96793,106714,106717,107583,106038,106941,109840,115104,122647,136016,NA,NA,NA,NA,NA
"504","1400000US53033024800",67530,70591,70180,70579,69250,68042,77022,81711,96471,93950,104375,113333,142180,153042,134038
"505","1400000US53033024901",115824,119257,126287,126736,129306,135625,133583,136736,147450,161719,167446,194250,214063,196193,219539
"506","1400000US53033024902",98039,101104,103449,101708,100046,102616,105714,152933,158909,166932,169291,183083,205603,223250,242500
"507","1400000US53033024903",140370,146935,149984,150103,152849,152458,157311,159943,170119,185273,NA,NA,NA,NA,NA
"508","1400000US53033025001",86166,89803,100385,104788,103241,110114,114100,123233,122063,132292,162826,143523,158918,170852,167917
"509","1400000US53033025003",127676,125313,128182,130652,125735,126089,136912,151797,152560,165811,NA,NA,NA,NA,NA
"510","1400000US53033025005",104297,121250,126094,109837,114018,103229,109722,112014,120231,124167,142969,141985,155114,163250,155855
"511","1400000US53033025006",115135,135313,143688,133295,135568,148750,145444,149704,151820,155043,153566,166520,178500,186452,186278
"512","1400000US53033025101",71250,76083,72209,73476,79435,81676,83259,85296,87448,86488,87227,99118,120286,122801,128447
"513","1400000US53033025102",84408,86708,93571,101711,102675,104469,103350,100242,100069,103606,NA,NA,NA,NA,NA
"514","1400000US53033025200",67000,69531,69428,73642,77683,75109,77191,91199,97250,96500,NA,NA,NA,NA,NA
"515","1400000US53033025301",70698,71832,83850,77019,81170,77278,82404,81379,81216,82438,NA,NA,NA,NA,NA
"516","1400000US53033025302",43921,43421,42500,39503,32397,34471,38679,43092,47755,54577,44940,46879,50824,52425,58243
"517","1400000US53033025400",47282,51020,51494,48045,46678,47773,47490,51007,59952,62727,NA,NA,NA,NA,NA
"518","1400000US53033025500",44541,47724,49167,55101,55359,57246,61571,56591,66433,69688,70706,70625,77869,80226,78800
"519","1400000US53033025601",60112,64375,60556,70183,58478,60833,63015,71500,72500,74902,70618,74840,77718,83784,92500
"520","1400000US53033025602",89072,95781,98529,102536,102388,105446,104677,106985,113682,121008,131509,158224,166944,153538,167760
"521","1400000US53033025701",46998,49583,47156,47669,46671,47219,50048,60440,62953,67759,NA,NA,NA,NA,NA
"522","1400000US53033025702",90647,85577,85183,75391,79038,85758,85667,91941,100461,102048,100347,110000,128807,143503,139609
"523","1400000US53033025803",50785,57564,51496,43346,44960,50750,55171,59464,67985,65451,69916,77074,85667,83500,83284
"524","1400000US53033025804",66378,68115,68967,64453,70594,71225,67396,83816,82222,85926,80101,84739,91891,103776,98281
"525","1400000US53033025805",61447,58470,59306,58357,57564,58309,58901,61958,66633,68302,70575,74984,79486,105833,97161
"526","1400000US53033025806",70238,76944,77813,82747,83288,77821,77176,80547,85031,96089,91406,93456,102784,98229,90750
"527","1400000US53033026001",71199,78854,69389,71635,67750,73750,72079,86318,93571,102586,103818,103769,114277,119622,120813
"528","1400000US53033026002",39798,44397,45186,46544,49646,51154,53320,55656,58335,60471,NA,NA,NA,NA,NA
"529","1400000US53033026100",48311,52602,53145,51277,55306,46826,50895,49104,52242,50888,NA,NA,NA,NA,NA
"530","1400000US53033026200",41162,41262,41269,42360,45060,46535,49805,52636,59225,60000,64691,71692,75074,74621,76399
"531","1400000US53033026300",49886,48237,50741,48000,64453,55110,52031,59297,75040,69107,67250,71488,83958,79000,89483
"532","1400000US53033026400",43773,42317,41296,43861,43125,43487,45027,50773,53877,57965,63542,66782,72825,77667,79378
"533","1400000US53033026500",50922,39747,40107,35857,32951,29107,36733,32106,39301,39341,55526,58533,68198,66932,85952
"534","1400000US53033026600",49866,52697,51318,56964,57460,63799,63287,64375,74395,86776,85278,91346,103068,111563,116250
"535","1400000US53033026700",54036,53358,59053,62361,64583,65660,72941,83547,83919,101250,89750,106053,99970,126250,101836
"536","1400000US53033026801",33231,34957,38674,39523,38843,36505,45137,45880,49260,55761,58018,65980,71316,77004,82434
"537","1400000US53033026802",40879,40977,41134,37898,45781,41875,46250,45099,53750,56000,66774,71827,79587,82010,85284
"538","1400000US53033027000",48698,52757,55697,57500,59456,59417,51967,59333,54844,60263,77031,95189,93523,107944,113611
"539","1400000US53033027100",40921,38077,46417,38854,46063,46250,47375,43006,43646,46205,42684,47181,57813,75274,72386
"540","1400000US53033027200",62959,57656,56156,56875,55203,50083,60865,57951,59438,57500,61510,62917,67240,84722,79871
"541","1400000US53033027300",47731,48668,49252,48620,50295,49023,49660,51309,57448,60804,80254,89158,96250,102224,110147
"542","1400000US53033027400",53822,53947,53822,47436,47474,60536,61780,67103,75449,74714,77292,79934,82171,82383,94617
"543","1400000US53033027500",58537,64291,64614,61402,61337,56406,50841,52533,60989,64640,63979,78649,85481,79667,78926
"544","1400000US53033027600",53908,56328,53665,45909,50321,51944,56201,72132,77455,78769,77000,83707,89704,94875,93649
"545","1400000US53033027701",75402,80638,71387,67930,66401,64007,49865,72281,71444,70726,73468,82750,101555,106204,108101
"546","1400000US53033027702",83250,82381,82844,76341,81017,81757,75175,86379,90487,93641,90846,104130,113196,125587,130625
"547","1400000US53033027800",78575,81063,82250,85938,91744,89185,89500,91513,100077,102250,104835,129329,154712,165556,163182
"548","1400000US53033027900",51250,47917,48028,50346,51497,52425,52376,61949,60482,65023,NA,NA,NA,NA,NA
"549","1400000US53033028000",35332,36696,36972,36578,42805,44127,43714,47006,49773,51859,61200,73859,73846,84063,85482
"550","1400000US53033028100",41389,40110,43351,44518,45282,45845,51042,54917,61985,62165,63229,62893,72639,67083,68284
"551","1400000US53033028200",38283,39242,40386,40034,38770,41386,43703,44632,57267,64196,54957,68828,68588,70708,68702
"552","1400000US53033028300",75208,80328,79297,79205,79241,78915,79070,79561,83897,91083,95484,101361,108819,112984,115700
"553","1400000US53033028402",40785,41498,44022,39811,38317,39756,42368,45000,51006,51442,65179,69118,78466,79476,82256
"554","1400000US53033028403",37108,40466,38526,30988,31466,31356,31700,35985,48212,54093,50222,60058,65282,58706,61188
"555","1400000US53033028500",45868,45833,42500,42781,43750,47560,56801,62436,69036,71488,83542,83000,95833,103333,98478
"556","1400000US53033028600",72000,81792,84792,84232,87286,88574,86968,92762,84964,83780,91389,112316,120750,141707,158482
"557","1400000US53033028700",71190,76397,79167,77425,71852,73841,77636,78591,85598,98301,112000,117476,132936,131786,132207
"558","1400000US53033028801",62865,59605,68750,61974,56136,60948,64271,67500,63692,66822,65912,68017,67091,69196,71682
"559","1400000US53033028802",39235,39683,43019,39857,39509,40590,44621,47117,54879,61885,62683,66069,63703,61340,59208
"560","1400000US53033028901",58924,57557,62039,63819,65294,67500,67788,65455,72513,73551,77295,79561,86382,82695,86140
"561","1400000US53033028902",43101,43266,39783,39858,41215,41000,42129,46927,51048,54041,52418,51050,54743,58299,57651
"562","1400000US53033029001",76338,79364,61331,54295,60984,58641,59113,70677,72835,76930,79250,81630,88990,102273,105087
"563","1400000US53033029003",57033,58155,58980,57500,56969,55747,54864,56140,51507,50942,60792,64224,75987,92292,96970
"564","1400000US53033029004",36772,36637,35234,33210,33211,31783,35821,37018,38295,43493,40288,41921,51910,53860,47988
"565","1400000US53033029101",69511,75882,72219,75833,75450,74228,73375,83750,81143,70625,74481,87174,87917,89750,111298
"566","1400000US53033029102",63868,65972,64410,54500,52131,65174,64345,82500,92782,93053,74875,79250,72652,82313,97589
"567","1400000US53033029203",29509,29971,30357,32334,32113,33704,38451,39929,39835,57852,65804,72426,82739,78433,76597
"568","1400000US53033029204",60400,58065,57773,57675,59171,59591,62174,63786,67423,74097,NA,NA,NA,NA,NA
"569","1400000US53033029205",48271,62180,49859,54449,55242,61304,62786,63113,68186,74044,75611,73175,82862,90833,89132
"570","1400000US53033029206",29727,27923,24966,27234,26994,29623,30453,30281,32554,34857,35819,40409,58457,47487,51875
"571","1400000US53033029303",68132,72893,72866,75612,71554,67727,70369,72448,65799,75391,NA,NA,NA,NA,NA
"572","1400000US53033029304",88310,92841,94194,93329,96213,92829,91467,92775,92531,92886,93750,101083,111563,116216,136111
"573","1400000US53033029305",66071,62143,68281,62150,66705,76755,89167,95714,107153,105579,97396,97917,106250,109460,119444
"574","1400000US53033029306",61691,62946,61276,62139,63869,71029,80500,84837,95300,103056,90733,111061,113828,114615,117500
"575","1400000US53033029307",90570,89816,89483,89375,92799,94375,89643,95337,102566,100764,96250,124662,133672,112857,116875
"576","1400000US53033029403",67339,66974,65912,69013,68649,70114,74318,75613,79158,83088,85295,96528,105536,108890,111989
"577","1400000US53033029405",88542,88920,91019,85793,86289,83750,84750,93647,84271,86250,98393,112042,120795,142650,145721
"578","1400000US53033029406",79044,86515,86815,86786,86375,89792,92059,87724,98889,105995,106694,112557,123728,126860,128259
"579","1400000US53033029407",37393,38821,41203,38505,42763,46627,48023,47656,53056,51760,58012,60167,67517,68596,67313
"580","1400000US53033029408",50549,40700,43354,40887,41425,41651,47257,47933,50817,56397,57596,64746,69135,64674,75703
"581","1400000US53033029502",85814,87458,84273,83029,86176,76295,73199,78621,96917,98750,NA,NA,NA,NA,NA
"582","1400000US53033029503",36225,38976,39467,34681,32444,33092,36582,41181,45804,52732,NA,NA,NA,NA,NA
"583","1400000US53033029504",47741,47867,48300,49200,51215,45329,44608,46565,46697,45694,61861,72675,81029,93355,93786
"584","1400000US53033029601",69519,59395,69074,73653,70161,72635,75887,73220,73610,74971,NA,NA,NA,NA,NA
"585","1400000US53033029602",98776,100905,84776,84943,89563,96964,103387,114668,119423,129598,135845,145221,145772,147165,153819
"586","1400000US53033029700",41625,40434,37439,40644,41021,40513,42400,50611,51362,49814,NA,NA,NA,NA,NA
"587","1400000US53033029801",64146,67200,71920,66656,57813,62788,60721,60339,68762,72228,NA,NA,NA,NA,NA
"588","1400000US53033029802",78078,81042,78284,74224,72077,74350,76825,87574,90133,93624,NA,NA,NA,NA,NA
"589","1400000US53033029901",70020,66700,67196,62338,63295,68609,72083,82188,83264,93141,91083,98225,94167,102014,108239
"590","1400000US53033029902",95263,96992,92320,93468,93007,84816,84301,86286,92632,107286,127500,138628,145644,147554,143000
"591","1400000US53033030003",65574,64375,64277,62079,59200,61250,63438,70783,68449,71973,70772,76708,81733,91632,108516
"592","1400000US53033030004",41328,35972,40683,39711,39699,42439,43571,46425,51689,56250,NA,NA,NA,NA,NA
"593","1400000US53033030005",51453,52575,54891,52222,55000,48942,49522,54330,62036,68137,75893,75694,90038,97535,1e+05
"594","1400000US53033030006",41949,38444,35486,34178,32161,27635,32039,38875,46488,48460,51442,55385,52224,54464,55777
"595","1400000US53033030100",85625,87049,84135,79541,86296,81458,84012,88750,97372,88576,NA,NA,NA,NA,NA
"596","1400000US53033030201",55070,59821,58934,57560,51277,51837,52910,63009,66250,71719,65819,70037,87464,91205,90814
"597","1400000US53033030202",52017,51328,52532,53158,47429,50226,53922,55140,65302,65270,NA,NA,NA,NA,NA
"598","1400000US53033030304",78365,76382,72955,74375,84688,86198,79417,83250,81054,71944,83520,96125,77162,78232,92031
"599","1400000US53033030305",68833,71326,70771,64474,67283,71311,63457,65781,65483,65269,64666,72392,80223,106864,126017
"600","1400000US53033030306",78438,81531,83409,90224,91852,94677,101060,100586,89736,92026,102143,101101,112355,121964,127500
"601","1400000US53033030308",61731,54226,55503,59800,55673,57565,72474,72796,70550,76357,73611,77795,86983,83026,82074
"602","1400000US53033030309",49685,54702,54125,54640,56163,61973,63491,64701,63158,65058,69278,74831,89730,81119,81733
"603","1400000US53033030310",64913,68958,66910,60784,63489,62237,69853,77500,83611,89559,109496,106952,109750,113750,107500
"604","1400000US53033030311",62809,61500,65106,58537,61125,71659,76597,84200,83442,85833,90656,95074,107045,106953,109909
"605","1400000US53033030312",61071,52417,58052,58672,56023,54413,59375,56650,63897,66458,79236,83056,93934,88235,87972
"606","1400000US53033030313",42321,41071,42391,44022,36263,40208,37153,47056,47297,49291,52259,53865,50929,61115,61364
"607","1400000US53033030314",35355,38325,38354,34333,41418,44918,42847,44828,41359,39947,39277,48398,58583,67917,68790
"608","1400000US53033030401",67412,75026,80255,78252,83389,73497,74246,64208,82955,80662,NA,NA,NA,NA,NA
"609","1400000US53033030403",74615,74406,77750,75581,73529,73917,76019,78327,79394,81935,91823,104808,109279,103713,101620
"610","1400000US53033030404",75208,80769,74331,68966,75947,68616,91217,93512,96489,97794,100673,98036,109957,115250,122188
"611","1400000US53033030501",19946,21552,20381,21955,19063,22775,23288,25396,30756,31962,32283,32803,30327,29570,33423
"612","1400000US53033030503",39471,42659,42727,44320,48177,42900,45191,56386,48019,57726,58783,63100,68927,87188,95278
"613","1400000US53033030504",37500,43364,43503,43403,46639,50396,53731,56080,60558,62147,66528,70777,76190,79600,82227
"614","1400000US53033030600",42571,39282,40923,43208,45339,53188,59330,60993,63516,63685,70901,63309,83375,89375,90972
"615","1400000US53033030700",36932,40846,42298,40980,44402,41492,39139,45505,50191,54868,49583,52132,61269,66655,73333
"616","1400000US53033030801",38574,40613,36378,38684,35389,34351,39457,39615,46496,53906,57731,52529,63908,72083,72993
"617","1400000US53033030802",45687,50417,49957,59038,57111,52317,48971,51285,50926,55656,55451,67436,78427,83114,81688
"618","1400000US53033030901",60750,65756,64200,58977,57578,60893,54236,61141,70234,82279,90469,86413,86602,91641,85000
"619","1400000US53033030902",49795,51528,43775,52042,51833,54315,52137,54183,59924,57335,59475,67554,77361,91856,115688
"620","1400000US53033031000",92333,95202,84375,86375,99602,104500,98542,103125,114792,122019,111563,121429,131316,136027,137157
"621","1400000US53033031100",49016,50833,49444,49352,50738,51058,52224,57662,64802,65172,NA,NA,NA,NA,NA
"622","1400000US53033031202",91069,90070,85547,71563,75342,76932,91328,86133,96667,97454,91375,97969,104053,105506,110986
"623","1400000US53033031204",81726,83799,77204,84476,77143,89375,79767,86958,90781,106422,102897,106250,118966,118799,141250
"624","1400000US53033031205",71449,75186,71368,72594,74622,71083,66667,74127,82917,71396,NA,NA,NA,NA,NA
"625","1400000US53033031206",58438,54854,60577,60469,66131,65809,62609,70361,75649,77417,83176,89015,93963,99767,101555
"626","1400000US53033031301",74100,80610,80743,77594,79519,74632,70179,72321,75476,78250,91667,113750,120583,120000,120658
"627","1400000US53033031302",65241,57950,57474,57364,55286,48385,50828,51707,51559,53835,54729,66094,93482,119632,123699
"628","1400000US53033031400",57220,59203,62267,58700,57684,55398,56601,56651,59833,77083,95874,104058,132747,125035,122436
"629","1400000US53033031501",75500,77857,78125,78078,78581,83667,84725,86555,92279,87649,94688,97886,107333,117652,144773
